timp,theta1,theta2,v1,v2,x1,,x2,y1,y2
0.078,1.56412966012823,1.5707963267948966,-0.006666666666666667,0.0,549.9966666790124,200.99999259260906,699.9966666790124,200.99999259260906
0.095,1.5507970674890008,1.5707951416755512,-0.01333259263922916,-1.1851193453320893E-6,549.9700032218797,202.9996889221036,699.9700032217743,202.9998666900054
0.103,1.5308053581804961,1.5707815204550706,-0.019991709308504624,-1.3621220480672513E-5,549.8800701668987,205.99704650353237,699.8800701504566,205.9992674545062
0.119,1.5041788739104287,1.5707147337853828,-0.026626484270067485,-6.678666968773503E-5,549.6672816972784,209.9852285576003,699.667281197972,209.99746750901377
0.134,1.470976647737177,1.5704953351620037,-0.03320222617325166,-2.1939862337916233E-4,549.2533226735634,214.9480992404106,699.2533158788663,214.99324798466284
0.15,1.431313903776004,1.5699282947852955,-0.03966274396117307,-5.67040376708286E-4,548.543213182144,220.85458744555052,698.5431566711798,220.98479223063958
0.166,1.385384988440971,1.5686832977204475,-0.04592891533503312,-0.0012449970648480517,547.4290754818031,227.65262560012712,697.4287406150374,227.9695797254334
0.181,1.3334830251742478,1.5662601355349466,-0.051901963266723174,-0.00242316218550092,545.795965542874,235.26381192413942,695.7944222681843,235.9442382796006
0.196,1.2760106443386214,1.5619691453843227,-0.05747238083562624,-0.004290990150623835,543.5296646495733,243.58021759446603,693.5238207526453,244.90427761096134
0.212,1.2134775177658241,1.55493526397741,-0.06253312657279737,-0.007033881406912538,540.5256959591968,252.46454779356617,690.5068283562231,254.84360746194062
0.228,1.1464846941323763,1.5441283442904288,-0.06699282363344779,-0.010806919686981418,536.6983517864016,261.7540332195492,686.6450163506299,265.7537564678237
0.243,1.0757012681662625,1.5284139938757668,-0.07078342596611377,-0.015714350414661897,531.9885325004775,271.26729466150937,681.8538330044805,277.62274152580324
0.26,1.001842422299522,1.5066130419934136,-0.0738588458667407,-0.021800951882353283,526.369753160037,280.8126567207843,676.0608971558257,290.4335407358868
0.274,0.9256570257714758,1.4775574093894757,-0.07618539652804615,-0.029055632603938,519.8524017448424,290.1964622143957,669.2008617844867,304.16204432853493
0.29,0.847928492077823,1.4401349076126764,-0.0777285336936528,-0.03742250177679929,512.4867450815262,299.2307018062643,661.2081352296032,318.7741946471946
0.305,0.7694873151131909,1.393321405318171,-0.07844117696463208,-0.046813502294505274,504.3650627807477,307.7401209892146,652.0089557111461,334.22182940006047
